SOI_1,SOI_2,SOI_3,SOI_4,SOI_5,SOI_6,SOI_7,SOI_8,SOI_9,ECR_1,ECR_2,ECR_3,ECR_4,ECR_5,ECR_6,ECR_7,ECR_8,ECR_9,ECR_10,ECR_11,ECR_12,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,AttitInfid_1,AttitInfid_2,AttitInfid_3,AttitInfid_4,AttitInfid_5,AttitInfid_6,AttitInfid_7,AttitInfid_8,AttitInfid_9,AttitInfid_10,AttitInfid_11,AttitInfid_12,TightLoose_1,TightLoose_2,TightLoose_3,TightLoose_4,TightLoose_5,TightLoose_6,IntentInfid_1,IntentInfid_2,IntentInfid_3,IntentInfid_4,IntentInfid_5,IntentInfid_6,IntentInfid_7,gender,sexori,Age,Ethnic,Ethnic_4_TEXT,Ethnic_8_TEXT,Ethnic_13_TEXT,Ethnic_17_TEXT,nation,nation_group,religion,religion_11_TEXT,urbanity,SexEd
2,1,1,3,2,4,5,2,2,5,3,1,1,5,3,1,4,5,3,1,3,3,3,6,5,5,5,6,4,5,4,1,7,1,1,3,6,6,6,1,,1,6,5,6,5,5,2,4,1,6,2,2,1,7,1,Male,Heterosexual,55-64,White British,,,,,UK,UK,Atheist,,2,2
2,1,1,4,1,3,2,2,2,5,3,1,1,4,2,1,5,4,1,1,1,5,2,7,1,3,3,7,1,7,5,1,6,1,2,5,5,6,6,1,1,1,6,6,5,5,6,4,5,1,1,4,2,3,1,1,Male,Heterosexual,65-74,White British,,,,,United Kingdom,UK,Catholic,,2,3
2,4,3,3,3,4,1,1,1,5,4,1,3,5,4,1,4,5,2,1,1,5,4,6,3,5,7,6,1,4,2,1,5,2,2,7,6,7,7,1,1,1,6,5,4,3,3,4,4,2,4,2,1,6,1,1,Male,Heterosexual,25-34,White British,,,,,Britain,UK,Christian,,3,1
2,3,4,5,4,1,4,2,2,4,4,3,1,4,4,2,2,2,2,1,4,2,3,5,5,5,5,2,1,7,6,1,7,6,1,1,4,6,3,1,1,2,7,4,4,5,2,1,6,2,6,1,5,2,1,1,Male,Heterosexual,25-34,White British,,,,,UK,UK,Atheist,,2,2
2,1,2,4,4,4,4,4,3,,,,,,,,,,,,,3,3,5,4,5,5,6,5,6,2,3,6,2,2,3,4,5,5,6,3,6,3,4,5,5,4,4,4,6,4,4,5,3,5,5,Female,Bisexual,25-34,White British,,,,,England,UK,Agnostic,,2,2
1,1,1,5,1,5,1,1,1,,,,,,,,,,,,,2,5,2,7,1,7,2,2,1,2,7,7,1,1,5,1,1,1,1,1,1,7,6,3,2,5,5,4,1,1,7,1,1,1,1,Female,Asexual,18-24,African,,,,,Italy,UK,Christian,,2,2
1,1,2,5,5,1,3,2,2,,,,,,,,,,,,,5,3,6,2,7,5,6,6,6,2,1,7,2,4,2,6,6,7,1,1,2,7,5,5,5,5,3,5,1,1,7,2,6,1,7,Male,Heterosexual,25-34,White British,,,,,England,UK,Atheist,,3,2
1,2,2,1,1,5,2,3,2,,,,,,,,,,,,,3,3,5,5,6,6,6,3,5,4,1,7,1,2,7,7,7,7,1,1,1,7,4,5,5,5,4,,1,1,7,1,1,1,1,Male,Heterosexual,25-34,White British,,,,,Britian,UK,Christian,,2,2
2,1,2,5,1,3,4,2,2,,1,1,1,5,1,1,5,5,1,1,1,6,1,7,1,7,6,7,1,7,2,1,7,1,1,7,7,7,7,1,1,1,7,6,6,6,6,1,1,1,1,7,1,1,1,1,Male,Heterosexual,35-44,White Irish,,,,,Usa,UK,Atheist,,3,2
1,5,3,5,1,3,3,1,1,4,5,3,2,4,4,2,1,4,4,2,4,4,6,4,7,5,4,6,5,2,1,1,6,1,2,5,6,6,6,1,1,1,6,4,5,3,4,4,4,1,1,1,4,4,1,1,Male,Heterosexual,35-44,White British,,,,,UK (Scotland),UK,Atheist,,2,3
1,1,1,3,2,5,3,3,1,,,,,,,,,,,,,5,6,5,6,4,7,7,3,4,5,1,1,1,1,3,7,6,6,1,1,1,6,4,6,4,5,1,3,1,1,1,1,1,1,1,Male,Heterosexual,25-34,White British,,,,,england,UK,Christian,,2,2
2,5,5,5,4,1,3,2,2,,,,,,,,,,,,,1,1,3,6,3,6,6,2,3,5,2,7,5,3,6,6,7,7,1,1,1,7,6,5,5,5,2,3,2,2,2,2,2,1,1,Female,Heterosexual,25-34,White British,,,,,Britain,UK,Atheist,,2,2
2,1,1,4,4,5,4,1,1,5,5,5,2,5,1,4,1,5,4,5,4,5,2,6,6,5,7,5,6,6,1,1,6,6,1,6,1,5,1,1,1,1,6,5,5,5,5,1,5,1,1,1,1,1,1,1,Female,Asexual,18-24,Chinese,,,,,UK,UK,Atheist,,1,2
2,2,1,3,1,5,1,1,1,,,,,,,,,,,,,5,5,7,3,6,3,7,1,6,3,1,3,1,1,3,5,5,6,1,1,1,6,4,6,5,6,4,5,1,1,7,1,1,1,1,Female,Heterosexual,25-34,Asian Other,,,Sikh,,UK,UK,Sikh,,2,2
4,5,5,5,4,1,4,2,2,,,,,,,,,,,,,5,2,5,6,6,3,6,4,3,1,1,6,2,2,5,5,5,5,1,1,1,6,3,4,4,3,4,4,1,1,5,1,3,1,1,Female,Bisexual,25-34,White British,,,,,England,UK,Atheist,,1,2
1,1,1,5,4,2,4,2,4,,,,,,,,,,,,,5,6,7,3,7,5,5,2,5,3,1,7,1,3,6,7,6,7,1,1,2,7,5,6,4,3,1,5,2,2,4,5,2,1,1,Male,Heterosexual,35-44,White Other,Polish/German,,,,United States,UK,Atheist,,2,2
2,2,2,4,2,3,4,2,4,4,4,4,4,4,5,2,1,4,5,3,5,2,7,3,7,5,5,6,4,2,6,1,7,7,4,6,1,5,1,4,1,4,5,5,5,2,4,6,5,4,7,1,3,1,2,1,Female,Bisexual,45-54,White British,,,,,England,UK,Other,"Pagan, Quaker, Buddhist - all 3",1,2
3,2,3,5,4,2,2,2,2,,,,,,,,,,,,,5,5,4,2,6,6,6,5,5,2,2,6,2,2,4,6,6,6,1,1,1,7,3,4,5,3,3,5,1,1,4,4,2,1,1,Male,Heterosexual,25-34,White British,,,,,UK,UK,Atheist,,3,2
2,4,3,4,4,2,4,4,4,5,2,2,1,4,4,2,2,4,3,2,4,6,2,5,1,7,3,5,4,6,3,1,7,1,1,6,6,7,7,1,1,1,6,5,5,5,5,3,5,1,1,2,1,2,1,1,Male,Heterosexual,35-44,White British,,,,,United Kingdom,UK,Catholic,,2,2
2,5,5,5,4,1,3,1,1,4,3,1,1,4,3,2,4,4,3,2,2,4,5,5,2,5,2,4,5,6,6,1,6,4,2,2,2,3,1,1,1,1,6,5,5,6,4,5,5,2,4,5,2,4,1,1,Male,Heterosexual,25-34,White British,,,,,United Kingdom,UK,Agnostic,,1,2
1,2,2,1,1,5,2,2,1,,,,,,,,,,,,,6,1,7,1,5,1,6,1,6,3,1,6,1,1,6,7,6,7,2,1,1,6,6,6,6,6,1,6,1,1,7,1,1,1,1,Male,Heterosexual,55-64,White Other,Caucasian,,,,United States,UK,Christian,,2,1
2,3,1,5,1,1,2,2,2,5,4,1,1,5,4,1,2,5,3,1,3,4,2,6,1,2,6,7,6,7,6,1,7,1,1,1,7,6,7,1,1,1,6,6,6,6,5,1,6,1,1,1,1,1,1,1,Male,Heterosexual,35-44,White British,,,,,England,UK,Agnostic,,2,2
2,5,5,4,4,1,4,4,4,,,,,,,,,,,,,2,5,5,5,5,3,7,2,3,2,1,7,1,1,1,3,7,7,1,1,1,7,2,5,4,5,6,6,1,1,6,6,1,7,7,Male,Heterosexual,25-34,White British,,,,,England,UK,Atheist,,2,2
1,3,3,5,5,2,4,2,4,,,,,,,,,,,,,7,3,6,3,6,2,3,1,5,4,1,6,5,1,2,5,7,2,1,1,1,7,6,5,5,6,5,5,1,2,6,5,3,1,1,Female,Heterosexual,35-44,White British,,,,,United Kingdom,UK,Atheist,,3,2
2,1,1,4,2,4,2,1,1,,,,,,,,,,,,,5,2,6,4,5,4,5,4,5,5,2,2,2,2,5,4,5,4,1,1,1,6,5,6,5,4,4,4,1,2,6,1,1,2,1,Female,Heterosexual,65-74,White British,,,,,United Kingdom,UK,Christian,,2,2
3,2,2,5,4,2,3,3,2,4,5,4,2,5,4,2,2,4,2,4,4,6,2,3,6,6,2,7,1,2,6,1,5,3,5,6,6,6,6,2,2,2,7,5,4,4,4,2,5,3,5,3,6,5,5,5,Female,Bisexual,25-34,White British,,,,,England,UK,Atheist,,2,2
2,2,3,4,2,2,2,2,1,5,2,1,1,5,1,1,4,5,2,1,1,3,6,7,2,5,6,7,1,7,5,1,7,1,1,3,5,7,7,1,1,1,7,4,6,6,5,4,6,1,1,1,1,1,1,1,Male,Heterosexual,25-34,White British,,,,,United Kingdom,UK,Christian,,2,2
2,2,1,5,3,3,3,2,2,5,3,3,2,4,2,3,3,4,4,2,3,3,4,5,4,6,5,5,4,5,4,3,5,3,3,4,4,6,6,2,2,2,6,4,4,4,4,3,4,1,2,6,4,2,2,2,Male,Heterosexual,25-34,Mix: White Asian,,,,,United Kingdom,UK,Agnostic,,1,3
2,1,1,4,1,4,2,1,1,5,4,1,1,5,1,1,3,5,1,1,3,2,3,7,5,5,5,7,2,4,3,1,6,1,1,6,7,7,7,1,1,1,6,4,6,4,5,4,4,1,1,5,2,2,1,1,Female,Heterosexual,25-34,White British,,,,,Britain,UK,Other,,3,1
2,3,2,3,4,2,1,4,2,5,3,2,1,5,4,2,4,4,4,2,2,6,5,5,5,6,3,5,5,4,3,1,7,2,2,5,7,6,7,1,1,1,7,4,5,5,4,4,5,1,1,7,2,1,1,1,Male,Heterosexual,18-24,White British,,,,,United Kingdom,UK,Agnostic,,2,2
2,1,1,3,1,4,1,2,1,4,5,4,3,4,5,3,1,4,3,3,4,2,1,7,5,3,6,6,2,3,5,1,5,2,1,3,4,4,3,1,1,1,7,5,4,6,6,2,4,7,2,4,1,2,1,1,Female,Heterosexual,25-34,White British,,,,,Scotland,UK,Atheist,,1,2
2,2,2,2,5,1,3,4,1,4,2,2,1,4,1,1,1,5,4,1,1,5,2,6,6,6,5,6,2,2,3,1,7,2,1,1,6,6,6,1,1,2,5,6,4,4,6,1,2,2,2,3,2,1,3,3,Male,Heterosexual,35-44,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Agnostic,,2,3
2,3,3,3,1,3,1,1,1,2,4,4,2,4,2,4,1,4,3,4,4,5,5,5,5,4,5,6,3,3,3,1,5,2,4,6,6,7,7,1,1,1,7,4,4,2,4,2,4,1,1,7,1,1,1,1,Female,Heterosexual,25-34,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Christian,,2,2
3,4,2,2,3,4,3,4,2,4,5,4,5,4,5,2,2,5,4,2,4,6,2,7,2,7,6,6,2,5,1,2,2,2,1,4,3,6,7,2,5,2,6,5,5,6,5,4,6,5,2,6,4,6,5,2,Male,Heterosexual,25-34,Mix: White Black African,,,,,UK,,Christian,,3,2
2,1,1,2,1,5,1,1,1,5,5,1,4,5,1,1,1,4,1,1,5,2,2,6,6,1,6,7,3,2,6,7,7,1,2,7,7,7,7,1,1,1,7,6,6,4,6,1,5,1,1,7,1,1,1,1,Female,Heterosexual,55-64,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Agnostic,,2,3
2,3,3,5,5,2,5,2,5,5,2,4,2,4,1,4,2,5,2,2,4,1,3,6,5,7,7,5,2,4,4,1,7,1,1,6,7,7,3,1,1,1,7,5,6,4,4,5,5,1,1,1,1,1,1,1,Male,Heterosexual,25-34,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,2,3
2,2,2,4,2,4,2,1,1,5,4,2,2,5,1,2,3,5,2,1,2,2,2,5,2,5,5,6,2,6,3,1,4,2,2,5,7,7,6,1,1,1,7,4,4,4,4,2,4,1,1,7,2,1,1,1,Female,Heterosexual,45-54,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,2,2
1,3,4,3,2,2,3,2,4,5,2,2,3,5,3,4,5,5,4,4,3,3,4,6,4,4,5,5,3,4,2,1,4,4,5,5,5,6,5,3,2,2,6,6,5,4,5,3,4,2,,1,1,1,1,1,Male,Heterosexual,65-74,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,2,2
2,1,4,4,4,2,5,5,5,5,4,3,2,5,4,3,1,5,4,3,4,5,5,4,7,6,6,6,5,3,3,7,6,6,3,4,6,6,6,1,1,1,7,4,6,3,3,4,5,2,2,2,2,4,1,1,Male,Homosexual,18-24,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,3,2
1,1,1,5,1,5,1,1,1,5,1,4,1,4,1,1,5,4,1,1,1,2,1,7,2,5,5,7,1,7,5,2,6,2,2,6,6,7,6,5,1,2,7,6,6,6,6,4,5,1,1,1,1,1,1,1,Male,Heterosexual,65-74,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Catholic,,1,3
2,1,2,1,1,5,1,1,1,5,4,1,1,5,1,1,1,4,4,1,1,5,1,5,4,5,6,6,2,6,6,1,7,1,1,4,7,7,7,1,1,1,6,6,6,6,6,6,6,1,1,1,1,4,1,1,Male,Heterosexual,45-54,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Christian,,2,2
2,2,3,4,4,4,2,2,1,5,5,2,4,4,1,1,2,4,4,1,4,5,2,6,3,6,2,6,2,5,4,2,6,4,2,2,6,6,6,1,1,2,6,5,4,4,5,5,4,5,5,1,1,5,2,2,Female,Pansexual,45-54,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,2,2
2,4,3,4,2,2,3,3,2,4,2,5,2,4,2,4,4,4,2,2,2,5,3,7,5,5,5,7,2,5,2,3,5,2,2,6,6,6,6,2,2,2,7,6,3,6,4,2,6,3,6,1,5,3,3,3,Female,Heterosexual,25-34,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,1,2
2,3,4,4,4,1,4,2,2,4,3,1,1,4,1,1,2,5,3,1,3,2,4,6,5,6,6,6,5,6,3,1,7,3,2,3,4,6,3,1,1,1,7,4,6,5,3,3,4,1,1,7,2,2,1,1,Male,Heterosexual,25-34,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,3,2
2,4,5,5,4,1,3,2,1,5,2,1,3,4,3,1,4,5,1,1,2,5,2,6,2,5,1,5,2,6,4,1,7,1,2,1,5,4,7,2,1,1,7,4,4,5,5,4,6,1,4,1,4,1,1,1,Male,Heterosexual,55-64,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,3,3
2,1,1,1,1,5,2,3,2,5,5,2,4,5,4,2,1,4,5,1,4,5,2,5,2,7,2,6,5,5,3,1,7,1,1,3,7,7,7,1,1,1,7,6,6,5,4,2,6,1,1,7,1,1,1,1,Male,Heterosexual,18-24,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Agnostic,,2,2
1,1,1,2,2,3,2,2,2,5,5,2,2,5,2,2,4,5,3,2,2,5,6,6,3,4,3,5,3,4,4,2,6,2,3,6,4,5,6,2,2,2,2,5,4,4,4,3,4,2,2,4,2,2,2,2,Male,Heterosexual,45-54,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Catholic,,2,3
2,2,2,1,1,5,5,4,5,4,4,5,3,4,2,3,4,3,2,3,2,3,2,7,4,5,3,7,4,6,5,1,7,2,2,2,2,6,5,2,2,2,7,6,6,5,5,4,4,1,1,4,5,5,1,1,Male,Heterosexual,55-64,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Christian,,2,2
2,2,2,4,3,4,4,4,4,5,4,3,2,5,1,2,2,4,4,2,3,2,5,6,3,3,6,5,2,5,4,5,6,3,2,3,6,6,7,1,1,1,7,5,5,5,5,4,5,1,2,6,2,2,2,1,Male,Heterosexual,35-44,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Catholic,,2,1
2,1,1,4,1,2,1,1,2,4,4,1,1,4,1,1,5,5,4,1,1,3,5,6,1,6,5,4,5,6,5,1,7,7,1,6,6,7,7,1,1,1,7,6,5,6,5,5,5,1,1,7,6,2,1,1,Male,Heterosexual,18-24,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,2,2
2,3,5,3,1,4,1,1,1,5,2,2,3,4,3,2,4,4,3,2,4,5,3,6,4,5,4,4,2,5,4,1,7,1,4,7,7,7,7,1,1,1,7,4,4,5,5,3,4,1,1,6,4,1,1,1,Male,Heterosexual,35-44,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Christian,,2,1
2,1,2,5,3,2,4,2,3,4,2,1,4,3,2,3,5,5,2,1,1,2,5,5,2,6,5,6,5,7,5,2,7,1,5,2,6,6,6,2,2,2,6,6,6,5,5,4,4,2,1,4,1,1,1,1,Male,Heterosexual,35-44,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,2,1
2,3,3,5,1,1,2,1,1,5,4,1,4,5,4,1,1,5,5,1,5,7,7,6,5,4,5,5,3,4,5,1,7,1,1,5,7,7,7,1,1,1,7,6,6,5,5,5,5,1,1,7,1,1,1,1,Male,Heterosexual,25-34,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,2,2
2,1,1,2,5,5,4,4,4,4,4,5,2,5,2,1,1,2,1,4,5,3,2,6,5,5,7,6,5,6,6,1,6,1,2,5,2,7,3,1,1,1,7,5,5,4,5,2,4,1,1,7,1,2,1,1,Male,Heterosexual,25-34,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,2,3
2,1,2,4,3,3,3,2,3,5,3,2,2,5,3,2,3,5,3,1,3,2,2,4,4,6,6,6,5,5,3,2,7,3,3,2,3,3,4,2,2,2,6,4,3,5,4,4,4,3,3,6,1,2,2,1,Male,Heterosexual,45-54,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Agnostic,,3,3
2,1,1,4,4,2,2,2,2,5,4,1,1,5,1,1,2,5,2,1,2,2,2,4,6,5,6,6,2,3,4,1,7,3,1,7,7,7,7,1,1,1,7,5,6,3,5,2,3,1,1,6,7,1,1,1,Female,Heterosexual,25-34,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,3,2
2,2,1,5,3,3,2,2,2,4,4,4,2,4,3,3,3,4,2,2,2,2,3,6,5,5,6,6,4,5,2,1,7,2,2,6,7,7,7,1,1,1,7,2,5,5,2,3,4,1,1,4,1,1,1,1,Male,Heterosexual,35-44,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Agnostic,,1,3
1,1,1,4,3,4,5,2,2,5,3,2,5,4,3,1,2,4,2,1,1,3,2,7,1,5,5,6,1,6,5,1,7,1,1,2,6,6,7,1,1,1,7,6,5,5,5,3,4,1,5,2,1,1,1,1,Male,Heterosexual,55-64,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,2,2
1,1,1,4,1,4,3,2,2,5,4,3,4,5,1,2,4,5,4,2,3,1,1,6,2,5,6,1,5,7,2,1,7,2,2,5,2,4,2,1,1,3,6,5,6,4,5,4,3,3,5,5,1,2,1,1,Female,Heterosexual,45-54,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,2,3
2,5,5,4,4,2,4,4,5,5,4,1,1,5,1,1,1,5,3,1,1,6,1,7,1,7,1,6,2,7,1,2,6,6,2,2,4,5,4,1,1,2,5,6,5,6,5,1,6,2,5,5,6,7,1,1,Male,Heterosexual,65-74,Indian,,,,,UK,,Hindu,,1,3
4,3,4,5,5,1,3,2,2,5,4,2,1,5,4,1,2,4,1,1,2,5,5,7,2,7,4,5,2,7,3,4,3,1,5,1,2,2,2,6,1,4,1,2,4,4,2,3,5,4,4,7,7,1,7,7,Male,Homosexual,65-74,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,1,3
1,3,3,4,2,2,4,2,2,4,3,1,2,5,1,2,3,5,3,1,2,3,5,6,5,3,3,5,5,2,5,2,6,4,2,4,2,5,5,1,1,1,7,5,4,3,5,2,6,1,6,6,1,2,1,1,Male,Heterosexual,65-74,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Atheist,,3,1
2,2,1,4,5,2,4,2,4,5,4,4,5,4,2,3,1,4,2,2,4,2,5,5,7,5,6,5,5,1,5,1,7,2,3,3,7,6,7,1,1,1,7,6,6,3,6,2,4,2,4,3,1,1,2,2,Male,Heterosexual,35-44,White: Other,Easter European,,,,UK,,Atheist,,1,3
2,3,2,5,4,2,4,4,3,4,2,3,3,4,5,2,3,4,2,3,3,6,5,3,4,5,6,4,5,6,4,5,2,3,5,5,3,4,6,3,6,4,5,5,4,2,3,4,4,6,5,5,3,5,2,4,Male,Heterosexual,35-44,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Agnostic,,2,2
2,1,1,5,5,1,3,3,3,5,1,1,1,5,1,1,4,5,1,1,1,3,4,7,1,7,4,7,1,7,4,1,7,,1,7,7,7,7,1,1,1,7,6,6,6,5,1,6,1,1,1,1,1,1,1,Male,Homosexual,55-64,White: English/Welsh/Scottish/Northern Irish/British,,,,,UK,,Christian,,1,3
